charlie_pattern,delta_set,delta_entity,delta_mod1,delta_mod2,delta_sidc,label
"G*MPBDE---****X",25,270601,00,00,10032500002706010000,"PROTECTION AREAS OBSTACLE BYPASS OBSTACLE BYPASS EASY"
"G*MPBDD---****X",25,270602,00,00,10032500002706020000,"PROTECTION AREAS OBSTACLE BYPASS OBSTACLE BYPASS DIFFICULT"
"G*MPBDI---****X",25,270603,00,00,10032500002706030000,"PROTECTION AREAS OBSTACLE BYPASS OBSTACLE BYPASS IMPOSSIBLE"
"G*MPOFS---****X",25,270701,00,00,10032500002707010000,"PROTECTION AREAS MINEFIELD MINEFIELD COMPLETED"
"G*GPPN----****X",25,270705,00,00,10032500002707050000,"PROTECTION AREAS MINEFIELD MINEFIELD DUMMY"
"G*GPPC----****X",25,270706,00,00,10032500002707060000,"PROTECTION AREAS MINEFIELD MINEFIELD DUMMY DYMANIC"
"G*MPOFD---****X",25,270707,00,00,10032500002707070000,"PROTECTION AREAS MINEFIELD MINEFIELD DYNAMIC DEPICTION"
"G*MPOFA---****X",25,270800,00,00,10032500002708000000,"PROTECTION AREAS MINED AREA"
"G*GPPM----****X",25,270900,00,00,10032500002709000000,"PROTECTION AREAS DECOY MINED AREA"
"G*GPPY----****X",25,270901,00,00,10032500002709010000,"PROTECTION AREAS DECOY MINED AREA FENCED"
"G*MPOU----****X",25,271000,00,00,10032500002710000000,"PROTECTION AREAS UXO AREA"
"G*MPOFG---****X",25,271100,00,00,10032500002711000000,"PROTECTION AREAS BRIDGE OR GAP"
"G*MPORP---****X",25,271201,00,00,10032500002712010000,"PROTECTION AREAS ROADBLOCKS CRATERS BLOWN BRIDGES PLANNED"
"G*MPORS---****X",25,271202,00,00,10032500002712020000,"PROTECTION AREAS ROADBLOCKS CRATERS BLOWN BRIDGES EXPLOSIVES STATE OF READINESS 1"
"G*MPORA---****X",25,271203,00,00,10032500002712030000,"PROTECTION AREAS ROADBLOCKS CRATERS BLOWN BRIDGES EXPLOSIVES STATE OF READINESS 2"
"G*MPORC---****X",25,271204,00,00,10032500002712040000,"PROTECTION AREAS ROADBLOCKS CRATERS BLOWN BRIDGES ROADBLOCK COMPLETE EXECUTED"
"G*MPBCA---****X",25,271300,00,00,10032500002713000000,"PROTECTION AREAS ASSAULT CROSSING"
"G*MPBCB---****X",25,271400,00,00,10032500002714000000,"PROTECTION AREAS BRIDGE"
"G*MPBCE---****X",25,271500,00,00,10032500002715000000,"PROTECTION AREAS FORD EASY"
"G*MPBCD---****X",25,271600,00,00,10032500002716000000,"PROTECTION AREAS FORD DIFFICULT"
"G*MPNB----****X",25,271700,00,00,10032500002717000000,"PROTECTION AREAS BIOLOGICAL CONTAMINATED AREA"
"G*MPNC----****X",25,271800,00,00,10032500002718000000,"PROTECTION AREAS CHEMICAL CONTAMINATED AREA"
"G*MPNR----****X",25,271900,00,00,10032500002719000000,"PROTECTION AREAS NUCLEAR CONTAMINATED AREA"
"G*MPNM----****X",25,272100,00,00,10032500002721000000,"PROTECTION AREAS MINIMUM SAFE DISTANCE ZONE"
"G*MPNL----****X",25,272200,00,00,10032500002722000000,"PROTECTION AREAS RADIATION DOSE RATE CONTOUR LINES"
"G*MPOS----****X",25,280100,00,00,10032500002801000000,"PROTECTION POINTS ABATIS"
"G*MPOMP---****X",25,280200,00,00,10032500002802000000,"PROTECTION POINTS ANTIPERSONNEL MINE"
"G*MPOME---****X",25,280201,00,00,10032500002802010000,"PROTECTION POINTS ANTIPERSONNEL MINE ANTIPERSONNEL MINE WITH DIRECTIONAL EFFECTS"
"G*MPOMT---****X",25,280300,00,00,10032500002803000000,"PROTECTION POINTS ANTITANK MINE"
"G*MPOMD---****X",25,280400,00,00,10032500002804000000,"PROTECTION POINTS ANTITANK MINE ANTIHANDLING"
"G*MPOMW---****X",25,280500,00,00,10032500002805000000,"PROTECTION POINTS WIDE AREA ANTITANK MINE"
"G*MPOMU---****X",25,280600,00,00,10032500002806000000,"PROTECTION POINTS UNSPECIFIED MINE"
"G*MPOB----****X",25,280700,00,00,10032500002807000000,"PROTECTION POINTS BOOBY TRAP"
"G*MPBCP---****X",25,280800,00,00,10032500002808000000,"PROTECTION POINTS ENGINEER REGULATING POINT"
"G*MPSE----****X",25,280900,00,00,10032500002809000000,"PROTECTION POINTS SHELTER"
"G*MPSS----****X",25,281000,00,00,10032500002810000000,"PROTECTION POINTS SHELTER ABOVE GROUND"
"G*MPSU----****X",25,281100,00,00,10032500002811000000,"PROTECTION POINTS BELOW GROUND SHELTER"
"G*MPSF----****X",25,281200,00,00,10032500002812000000,"PROTECTION POINTS FORT"
"G*MPNEC---****X",25,281300,00,00,10032500002813000000,"PROTECTION POINTS CHEMICAL EVENT"
"G*MPNEB---****X",25,281400,00,00,10032500002814000000,"PROTECTION POINTS BIOLOGICAL EVENT"
"G*MPNZ----****X",25,281500,00,00,10032500002815000000,"PROTECTION POINTS NUCLEAR EVENT"
"G*MPNF----****X",25,281600,00,00,10032500002816000000,"PROTECTION POINTS NUCLEAR FALLOUT PRODUCING EVENT"
"G*MPNDP---****X",25,281800,00,00,10032500002818000000,"PROTECTION POINTS GENERAL DECONTAMINATION POINT SITE"
"G*MPNDA---****X",25,281801,00,00,10032500002818010000,"PROTECTION POINTS GENERAL DECONTAMINATION POINT SITE DECON ALTERNATE"
"G*MPNDE---****X",25,281802,00,00,10032500002818020000,"PROTECTION POINTS GENERAL DECONTAMINATION POINT SITE DECON EQUIPMENT"
"G*MPNDT---****X",25,281803,00,00,10032500002818030000,"PROTECTION POINTS GENERAL DECONTAMINATION POINT SITE DECON TROOP"
"G*MPNDB---****X",25,281804,00,00,10032500002818040000,"PROTECTION POINTS GENERAL DECONTAMINATION POINT SITE DECON EQUIPMENT TROOP"
"G*MPNDO---****X",25,281805,00,00,10032500002818050000,"PROTECTION POINTS GENERAL DECONTAMINATION POINT SITE DECON OPERATIONAL"
"G*MPNDD---****X",25,281806,00,00,10032500002818060000,"PROTECTION POINTS GENERAL DECONTAMINATION POINT SITE DECON THOROUGH"
"G*MPOAOF--****X",25,281901,00,00,10032500002819010000,"PROTECTION POINTS OTHER SIMILAR OBSTACLES FIXED PREFABRICATED"
"G*MPOAOM--****X",25,281902,00,00,10032500002819020000,"PROTECTION POINTS OTHER SIMILAR OBSTACLES MOVABLE"
"G*MPOAOP--****X",25,281903,00,00,10032500002819030000,"PROTECTION POINTS OTHER SIMILAR OBSTACLES MOVABLE PREFABRICATED"
"G*MPOHTL--****X",25,282001,00,00,10032500002820010000,"PROTECTION POINTS VERTICAL OBSTRUCTIONS TOWER LOW"
"G*MPOHTH--****X",25,282002,00,00,10032500002820020000,"PROTECTION POINTS VERTICAL OBSTRUCTIONS TOWER HIGH"
"G*MPOHO---****X",25,282003,00,00,10032500002820030000,"PROTECTION POINTS VERTICAL OBSTRUCTIONS OVERHEAD WIRE"
"G*MPOGL---****X",25,290100,00,00,10032500002901000000,"PROTECTION LINES OBSTACLE LINE"
"G*MPOADU--****X",25,290201,00,00,10032500002902010000,"PROTECTION LINES ANTITANK OBSTACLES AT UNDER CONSTRUCTION"
"G*MPOADC--****X",25,290202,00,00,10032500002902020000,"PROTECTION LINES ANTITANK OBSTACLES AT COMPLETED"
"G*MPOAR---****X",25,290203,00,00,10032500002902030000,"PROTECTION LINES ANTITANK OBSTACLES AT REINFORCED WITH MINES"
"G*MPOAW---****X",25,290204,00,00,10032500002902040000,"PROTECTION LINES ANTITANK OBSTACLES AT ANTITANK WALL"
"G*MPOWU---****X",25,290301,00,00,10032500002903010000,"PROTECTION LINES WIRE OBSTACLES UNSPECIFIED WIRE"
"G*MPOWS---****X",25,290302,00,00,10032500002903020000,"PROTECTION LINES WIRE OBSTACLES SINGLE FENCE WIRE"
"G*MPOWD---****X",25,290303,00,00,10032500002903030000,"PROTECTION LINES WIRE OBSTACLES DOUBLE FENCE WIRE"
"G*MPOWA---****X",25,290304,00,00,10032500002903040000,"PROTECTION LINES WIRE OBSTACLES DOUBLE APRON FENCE"
"G*MPOWL---****X",25,290305,00,00,10032500002903050000,"PROTECTION LINES WIRE OBSTACLES LOW WIRE FENCE"
"G*MPOWH---****X",25,290306,00,00,10032500002903060000,"PROTECTION LINES WIRE OBSTACLES HIGH WIRE FENCE"
"G*MPOWCS--****X",25,290307,00,00,10032500002903070000,"PROTECTION LINES WIRE OBSTACLES SINGLE CONCERTINA"
"G*MPOWCD--****X",25,290308,00,00,10032500002903080000,"PROTECTION LINES WIRE OBSTACLES DOUBLE STRAND CONCERTINA"
"G*MPOWCT--****X",25,290309,00,00,10032500002903090000,"PROTECTION LINES WIRE OBSTACLES TRIPLE STRAND CONCERTINA"
"G*MPOMC---****X",25,290400,00,00,10032500002904000000,"PROTECTION LINES MINE CLUSTER"
"G*MPOT----****X",25,290500,00,00,10032500002905000000,"PROTECTION LINES TRIP WIRE"
"G*MPBCL---****X",25,290600,00,00,10032500002906000000,"PROTECTION LINES LANE"
"G*MPBCF---****X",25,290700,00,00,10032500002907000000,"PROTECTION LINES FERRY"
"G*MPBCR---****X",25,290800,00,00,10032500002908000000,"PROTECTION LINES RAFT SITE"
"G*MPSL----****X",25,290900,00,00,10032500002909000000,"PROTECTION LINES FORTIFIED LINE"
"G*MPSW----****X",25,291000,00,00,10032500002910000000,"PROTECTION LINES FORTIFIED POSITION"
"G*SPAD----****X",25,310100,00,00,10032500003101000000,"SUSTAINMENT AREAS DETAINEE HOLDING AREA"
"G*SPAE----****X",25,310200,00,00,10032500003102000000,"SUSTAINMENT AREAS EPW HOLDING AREA"
"G*SPAR----****X",25,310300,00,00,10032500003103000000,"SUSTAINMENT AREAS FARP"
"G*SPAH----****X",25,310400,00,00,10032500003104000000,"SUSTAINMENT AREAS REFUGEE HOLDING AREA"
"G*SPASR---****X",25,310500,00,00,10032500003105000000,"SUSTAINMENT AREAS REGIMENTAL SUPPORT AREA"
"G*SPASB---****X",25,310600,00,00,10032500003106000000,"SUSTAINMENT AREAS BRIGADE SUPPORT AREA"
"G*SPASD---****X",25,310700,00,00,10032500003107000000,"SUSTAINMENT AREAS DIVISION SUPPORT AREA"
"G*SPPX----****X",25,320100,00,00,10032500003201000000,"SUSTAINMENT POINTS AMBULANCE EXCHANGE POINT"
"G*SPPAS---****X",25,320200,00,00,10032500003202000000,"SUSTAINMENT POINTS AMMUNITION SUPPLY POINT"
"G*SPPAT---****X",25,320300,00,00,10032500003203000000,"SUSTAINMENT POINTS AMMUNITION TRANSFER POINT"
"G*SPPC----****X",25,320400,00,00,10032500003204000000,"SUSTAINMENT POINTS CANNIBALIZATION POINT"
"G*SPPY----****X",25,320500,00,00,10032500003205000000,"SUSTAINMENT POINTS CASUALTY COLLECTION POINT"
"G*SPPT----****X",25,320600,00,00,10032500003206000000,"SUSTAINMENT POINTS CIVILIAN COLLECTION POINT"
"G*SPPD----****X",25,320700,00,00,10032500003207000000,"SUSTAINMENT POINTS DETAINEE COLLECTION POINT"
"G*SPPE----****X",25,320800,00,00,10032500003208000000,"SUSTAINMENT POINTS EPW COLLECTION POINT"
"G*SPPL----****X",25,320900,00,00,10032500003209000000,"SUSTAINMENT POINTS LOGISTICS RELEASE POINT"
"G*SPPM----****X",25,321000,00,00,10032500003210000000,"SUSTAINMENT POINTS MAINTENANCE COLLECTION POINT MCP"
"G*SPPR----****X",25,321200,00,00,10032500003212000000,"SUSTAINMENT POINTS REARM REFUEL RESUPPLY POINT R3P"
"G*SPPU----****X",25,321300,00,00,10032500003213000000,"SUSTAINMENT POINTS REFUEL ON THE MOVE ROM POINT"
"G*SPPO----****X",25,321400,00,00,10032500003214000000,"SUSTAINMENT POINTS TRAFFIC CONTROL POST TCP"
"G*SPPI----****X",25,321500,00,00,10032500003215000000,"SUSTAINMENT POINTS TRAILER TRANSFER POINT TTP"
"G*SPPN----****X",25,321600,00,00,10032500003216000000,"SUSTAINMENT POINTS UNIT MAINTENANCE COLLECTION POINT UMCP"
"G*SPPSZ---****X",25,321700,00,00,10032500003217000000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT"
"G*SPPSA---****X",25,321707,00,00,10032500003217070000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 01 SUPPLY POINT"
"G*SPPSB---****X",25,321708,00,00,10032500003217080000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 02 SUPPLY POINT"
"G*SPPSC---****X",25,321709,00,00,10032500003217090000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 03 SUPPLY POINT"
"G*SPPSD---****X",25,321710,00,00,10032500003217100000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 04 SUPPLY POINT"
"G*SPPSE---****X",25,321711,00,00,10032500003217110000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 05 SUPPLY POINT"
"G*SPPSF---****X",25,321712,00,00,10032500003217120000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 06 SUPPLY POINT"
"G*SPPSG---****X",25,321713,00,00,10032500003217130000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 07 SUPPLY POINT"
"G*SPPSH---****X",25,321714,00,00,10032500003217140000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 08 SUPPLY POINT"
"G*SPPSI---****X",25,321715,00,00,10032500003217150000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 09 SUPPLY POINT"
"G*SPPSJ---****X",25,321716,00,00,10032500003217160000,"SUSTAINMENT POINTS GENERAL SUPPLY POINT US CLASS 10 SUPPLY POINT"
"G*SPLCM---****X",25,330100,00,00,10032500003301000000,"SUSTAINMENT LINES MOVING CONVOY"
"G*SPLCH---****X",25,330200,00,00,10032500003302000000,"SUSTAINMENT LINES HALTED CONVOY"
"G*SPLRM---****X",25,330300,00,00,10032500003303000000,"SUSTAINMENT LINES MAIN SUPPLY ROUTE"
"G*SPLRO---****X",25,330301,00,00,10032500003303010000,"SUSTAINMENT LINES MAIN SUPPLY ROUTE MSR ONE WAY TRAFFIC"
"G*SPLRW---****X",25,330302,00,00,10032500003303020000,"SUSTAINMENT LINES MAIN SUPPLY ROUTE MSR TWO WAY TRAFFIC"
"G*SPLRA---****X",25,330400,00,00,10032500003304000000,"SUSTAINMENT LINES ALTERNATE SUPPLY ROUTE"
"G*SPLRT---****X",25,330401,00,00,10032500003304010000,"SUSTAINMENT LINES ALTERNATE SUPPLY ROUTE ASR ONE WAY TRAFFIC"
"G*TPB-----****X",25,340100,00,00,10032500003401000000,"MISSION TASKS TMT BLOCK"
"G*TPH-----****X",25,340200,00,00,10032500003402000000,"MISSION TASKS TMT BREACH"
"G*TPY-----****X",25,340300,00,00,10032500003403000000,"MISSION TASKS TMT BYPASS"
"G*TPC-----****X",25,340400,00,00,10032500003404000000,"MISSION TASKS TMT CANALIZE"
"G*TPX-----****X",25,340500,00,00,10032500003405000000,"MISSION TASKS TMT CLEAR"
"G*TPK-----****X",25,340600,00,00,10032500003406000000,"MISSION TASKS TMT COUNTERATTACK"
"G*TPKF----****X",25,340700,00,00,10032500003407000000,"MISSION TASKS TMT COUNTERATTACK BY FIRE"
"G*TPL-----****X",25,340800,00,00,10032500003408000000,"MISSION TASKS TMT DELAY"
"G*TPD-----****X",25,340900,00,00,10032500003409000000,"MISSION TASKS TMT DESTROY"
"G*TPT-----****X",25,341000,00,00,10032500003410000000,"MISSION TASKS TMT DISTRUPT"
"G*TPF-----****X",25,341100,00,00,10032500003411000000,"MISSION TASKS TMT FIX"
"G*TPA-----****X",25,341200,00,00,10032500003412000000,"MISSION TASKS TMT FOLLOW AND ASSUME"
"G*TPAS----****X",25,341300,00,00,10032500003413000000,"MISSION TASKS TMT FOLLOW AND SUPPORT"
"G*TPI-----****X",25,341400,00,00,10032500003414000000,"MISSION TASKS TMT INTERDICT"
"G*TPE-----****X",25,341500,00,00,10032500003415000000,"MISSION TASKS TMT ISOLATE"
"G*TPN-----****X",25,341600,00,00,10032500003416000000,"MISSION TASKS TMT NEUTRALIZE"
"G*TPO-----****X",25,341700,00,00,10032500003417000000,"MISSION TASKS TMT OCCUPY"
"G*TPP-----****X",25,341800,00,00,10032500003418000000,"MISSION TASKS TMT PENETRATE"
"G*TPR-----****X",25,341900,00,00,10032500003419000000,"MISSION TASKS TMT RELIEF IN PLACE RIP"
"G*TPM-----****X",25,342000,00,00,10032500003420000000,"MISSION TASKS TMT RETIRE RETIREMENT"
"G*TPS-----****X",25,342100,00,00,10032500003421000000,"MISSION TASKS TMT SECURE"
"G*TPUC----****X",25,342201,00,00,10032500003422010000,"MISSION TASKS SECURITY TMT COVER"
"G*TPUG----****X",25,342202,00,00,10032500003422020000,"MISSION TASKS SECURITY TMT GUARD"
"G*TPUS----****X",25,342203,00,00,10032500003422030000,"MISSION TASKS SECURITY TMT SCREEN"
"G*TPZ-----****X",25,342300,00,00,10032500003423000000,"MISSION TASKS TMT SEIZE"
"G*TPW-----****X",25,342400,00,00,10032500003424000000,"MISSION TASKS TMT WITHDRAW"
"G*TPWP----****X",25,342500,00,00,10032500003425000000,"MISSION TASKS TMT WITHDRAW UNDER PRESSURE"
"G*GPGLB---****X",25,110100,00,00,10032500001101000000,"COMMAND CONTROL LINES BOUNDARY"
"O*PP------*****",11,110300,00,00,10031100001103000000,"CIVILIAN INDIVIDUAL"
"O*OPK-----*****",11,110300,05,00,10031100001103000500,"CIVILIAN INDIVIDUAL KIDNAPPING MOD"
"O*PPA-----*****",11,110300,13,00,10031100001103001300,"CIVILIAN INDIVIDUAL LEADER 1 MOD"
"O*RP------*****",11,110300,07,00,10031100001103000700,"CIVILIAN INDIVIDUAL RAPE MOD"
"O*PPB-----*****",11,110300,18,00,10031100001103001800,"CIVILIAN INDIVIDUAL TARGETED MOD"
"O*PPC-----*****",11,110300,19,00,10031100001103001900,"CIVILIAN INDIVIDUAL TERRORIST MOD"
"O*GP------*****",11,110400,00,00,10031100001104000000,"CIVILIAN ORGANIZATION"
"O*GPA-----*****",11,110400,09,00,10031100001104000900,"CIVILIAN ORGANIZATION DISPLACED MOD"
"O*GPE-----*****",11,110400,10,00,10031100001104001000,"CIVILIAN ORGANIZATION FOREIGN FIGHTER MOD"
"O*GPF-----*****",11,110400,11,00,10031100001104001100,"CIVILIAN ORGANIZATION GANG MOD"
"O*GPB-----*****",11,110400,14,00,10031100001104001400,"CIVILIAN ORGANIZATION NONGOVERNMENTAL ORGANIZATION MOD"
"O*GPD-----*****",11,110400,17,00,10031100001104001700,"CIVILIAN ORGANIZATION RELIGIOUS MOD"
"O*GPC-----*****",11,110400,18,00,10031100001104001800,"CIVILIAN ORGANIZATION TARGETED MOD"
"E*IPBD----*****",11,110400,24,00,10031100001104002400,"CIVILIAN ORGANIZATION LOOT MOD"
"O*OPC-----*****",11,110900,00,00,10031100001109000000,"CIVILIAN COMPOSITE LOSS"
"O*OPCB----*****",11,110900,21,00,10031100001109002100,"CIVILIAN COMPOSITE LOSS ACCIDENT MOD"
"O*OPCA----*****",11,110900,22,00,10031100001109002200,"CIVILIAN COMPOSITE LOSS COMBAT MOD"
"O*OPCC----*****",11,110900,23,00,10031100001109002300,"CIVILIAN COMPOSITE LOSS OTHER MOD"
"E*OPAA----*****",11,111000,00,00,10031100001110000000,"CIVILIAN EMERGENCY MEDICAL OPERATION"
"S*GPEWR---*****",15,110100,00,00,10031500001101000000,"WEAPON SYSTEM RIFLE"
"S*GPEWRR--*****",15,110101,00,00,10031500001101010000,"WEAPON SYSTEM RIFLE SINGLE SHOT RIFLE"
"S*GPEWRL--*****",15,110102,00,00,10031500001101020000,"WEAPON SYSTEM RIFLE SEMIAUTOMATIC RIFLE"
"S*GPEWRH--*****",15,110103,00,00,10031500001101030000,"WEAPON SYSTEM RIFLE AUTOMATIC RIFLE"
"S*GPEWZ---*****",15,110300,00,00,10031500001103000000,"WEAPON SYSTEM GRENADE LAUNCHER"
"S*GPEWZL--*****",15,110301,00,00,10031500001103010000,"WEAPON SYSTEM GRENADE LAUNCHER GRENADE LAUNCHER LIGHT"
"S*GPEWZM--*****",15,110302,00,00,10031500001103020000,"WEAPON SYSTEM GRENADE LAUNCHER GRENADE LAUNCHER MEDIUM"
"S*GPEWZH--*****",15,110303,00,00,10031500001103030000,"WEAPON SYSTEM GRENADE LAUNCHER GRENADE LAUNCHER HEAVY"
"S*GPEXF---*****",15,110400,00,00,10031500001104000000,"WEAPON SYSTEM FLAME THROWER"
"S*GPEWA---*****",15,110500,00,00,10031500001105000000,"WEAPON SYSTEM AIR DEFENSE GUN"
"S*GPEWAL--*****",15,110501,00,00,10031500001105010000,"WEAPON SYSTEM AIR DEFENSE GUN AIR DEFENSE GUN LIGHT"
"S*GPEWAM--*****",15,110502,00,00,10031500001105020000,"WEAPON SYSTEM AIR DEFENSE GUN AIR DEFENSE GUN MEDIUM"
"S*GPEWAH--*****",15,110503,00,00,10031500001105030000,"WEAPON SYSTEM AIR DEFENSE GUN AIR DEFENSE GUN HEAVY"
"S*GPEWG---*****",15,110600,00,00,10031500001106000000,"WEAPON SYSTEM ANTITANK GUN"
"S*GPEWGL--*****",15,110601,00,00,10031500001106010000,"WEAPON SYSTEM ANTITANK GUN ANTITANK GUN LIGHT"
"S*GPEWGM--*****",15,110602,00,00,10031500001106020000,"WEAPON SYSTEM ANTITANK GUN ANTITANK GUN MEDIUM"
"S*GPEWGH--*****",15,110603,00,00,10031500001106030000,"WEAPON SYSTEM ANTITANK GUN ANTITANK GUN HEAVY"
"S*GPEWD---*****",15,110700,00,00,10031500001107000000,"WEAPON SYSTEM DIRECT FIRE GUN"
"S*GPEWDL--*****",15,110701,00,00,10031500001107010000,"WEAPON SYSTEM DIRECT FIRE GUN DIRECT FIRE GUN LIGHT"
"S*GPEWDM--*****",15,110702,00,00,10031500001107020000,"WEAPON SYSTEM DIRECT FIRE GUN DIRECT FIRE GUN MEDIUM"
"S*GPEWDH--*****",15,110703,00,00,10031500001107030000,"WEAPON SYSTEM DIRECT FIRE GUN DIRECT FIRE GUN HEAVY"
"S*GPEWGR--*****",15,110800,00,00,10031500001108000000,"WEAPON SYSTEM RECOILLESS GUN"
"S*GPEWH---*****",15,110900,00,00,10031500001109000000,"WEAPON SYSTEM HOWITZER"
"S*GPEWHL--*****",15,110901,00,00,10031500001109010000,"WEAPON SYSTEM HOWITZER HOWITZER LIGHT"
"S*GPEWHM--*****",15,110902,00,00,10031500001109020000,"WEAPON SYSTEM HOWITZER HOWITZER MEDIUM"
"S*GPEWHH--*****",15,110903,00,00,10031500001109030000,"WEAPON SYSTEM HOWITZER HOWITZER HEAVY"
"S*GPEWM---*****",15,111000,00,00,10031500001110000000,"WEAPON SYSTEM MISSILE LAUNCHER"
"S*GPEWMA--*****",15,111100,00,00,10031500001111000000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER"
"S*GPEWMAS-*****",15,111101,00,00,10031500001111010000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE LIGHT"
"S*GPEWMASR*****",15,111102,00,00,10031500001111020000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE LIGHT TLAR"
"S*GPEWMASE*****",15,111103,00,00,10031500001111030000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE LIGHT TELAR"
"S*GPEWMAI-*****",15,111104,00,00,10031500001111040000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE MEDIUM"
"S*GPEWMAIR*****",15,111105,00,00,10031500001111050000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE MEDIUM TLAR"
"S*GPEWMAIE*****",15,111106,00,00,10031500001111060000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE MEDIUM TELAR"
"S*GPEWMAL-*****",15,111107,00,00,10031500001111070000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE HEAVY"
"S*GPEWMALR*****",15,111108,00,00,10031500001111080000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE HEAVY TLAR"
"S*GPEWMALE*****",15,111109,00,00,10031500001111090000,"WEAPON SYSTEM AIR DEFENSE MISSILE LAUNCHER AIR DEFENSE MISSILE HEAVY TELAR"
"S*GPEWMT--*****",15,111200,00,00,10031500001112000000,"WEAPON SYSTEM ANTITANK MISSILE LAUNCHER"
"S*GPEWMTL-*****",15,111201,00,00,10031500001112010000,"WEAPON SYSTEM ANTITANK MISSILE LAUNCHER ANTITANK MISSILE LAUNCHER LIGHT"
"S*GPEWMTM-*****",15,111202,00,00,10031500001112020000,"WEAPON SYSTEM ANTITANK MISSILE LAUNCHER ANTITANK MISSILE LAUNCHER MEDIUM"
"S*GPEWMTH-*****",15,111203,00,00,10031500001112030000,"WEAPON SYSTEM ANTITANK MISSILE LAUNCHER ANTITANK MISSILE LAUNCHER HEAVY"
"S*GPEWMS--*****",15,111300,00,00,10031500001113000000,"WEAPON SYSTEM SURFACE TO SURFACE MISSILE LAUNCHER"
"S*GPEWMSS-*****",15,111301,00,00,10031500001113010000,"WEAPON SYSTEM SURFACE TO SURFACE MISSILE LAUNCHER SURFACE TO SURFACE MISSILE LIGHT"
"S*GPEWMSI-*****",15,111302,00,00,10031500001113020000,"WEAPON SYSTEM SURFACE TO SURFACE MISSILE LAUNCHER SURFACE TO SURFACE MISSILE MEDIUM"
"S*GPEWMSL-*****",15,111303,00,00,10031500001113030000,"WEAPON SYSTEM SURFACE TO SURFACE MISSILE LAUNCHER SURFACE TO SURFACE MISSILE HEAVY"
"S*GPEWO---*****",15,111400,00,00,10031500001114000000,"WEAPON SYSTEM MORTAR"
"S*GPEWOL--*****",15,111401,00,00,10031500001114010000,"WEAPON SYSTEM MORTAR MORTAR LIGHT"
"S*GPEWOM--*****",15,111402,00,00,10031500001114020000,"WEAPON SYSTEM MORTAR MORTAR MEDIUM"
"S*GPEWOH--*****",15,111403,00,00,10031500001114030000,"WEAPON SYSTEM MORTAR MORTAR HEAVY"
"S*GPEWS---*****",15,111500,00,00,10031500001115000000,"WEAPON SYSTEM SINGLE ROCKET LAUNCHER"
"S*GPEWSL--*****",15,111501,00,00,10031500001115010000,"WEAPON SYSTEM SINGLE ROCKET LAUNCHER SINGLE ROCKET LIGHT"
"S*GPEWSM--*****",15,111502,00,00,10031500001115020000,"WEAPON SYSTEM SINGLE ROCKET LAUNCHER SINGLE ROCKET MEDIUM"
"S*GPEWSH--*****",15,111503,00,00,10031500001115030000,"WEAPON SYSTEM SINGLE ROCKET LAUNCHER SINGLE ROCKET HEAVY"
"S*GPEWX---*****",15,111600,00,00,10031500001116000000,"WEAPON SYSTEM MULTIPLE ROCKET LAUNCHER"
"S*GPEWXL--*****",15,111601,00,00,10031500001116010000,"WEAPON SYSTEM MULTIPLE ROCKET LAUNCHER MULTIPLE ROCKET LIGHT"
